                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.80564,                0.63269,                0.92531,                0.91997,                0.94213,                0.96668,                0.71897,                0.69562,                0.48294,                0.87188,               0.004819,               0.004819,               0.004819
                    159,                0.79148,                0.65087,                0.94825,                0.92619,                0.94207,                0.97388,                0.71448,                 0.7329,                0.48756,                0.88167,               0.004786,               0.004786,               0.004786
                    160,                0.84428,                0.66494,                0.96311,                0.93376,                0.94124,                0.97861,                0.74371,                0.66516,                0.46796,                0.86266,               0.004753,               0.004753,               0.004753
                    161,                0.78902,                0.66132,                0.95823,                0.94192,                 0.9316,                0.97824,                0.74577,                0.66542,                0.46679,                0.86243,                0.00472,                0.00472,                0.00472
                    162,                 0.7798,                0.67314,                0.94773,                0.93233,                0.95053,                0.97889,                0.73002,                0.67546,                0.47123,                0.86635,               0.004687,               0.004687,               0.004687
                    163,                0.77902,                0.63617,                0.93289,                0.94701,                0.93502,                0.97485,                 0.7337,                0.68103,                0.47798,                0.86951,               0.004654,               0.004654,               0.004654
                    164,                0.77213,                0.65726,                0.92508,                0.96266,                0.95325,                0.97668,                0.72401,                 0.7309,                 0.4946,                0.88081,               0.004621,               0.004621,               0.004621
                    165,                0.78737,                0.63103,                0.92381,                0.96665,                0.94521,                0.97809,                 0.7417,                0.66539,                0.46769,                0.86516,               0.004588,               0.004588,               0.004588
                    166,                0.77312,                0.61417,                0.93301,                0.97567,                0.94711,                0.97758,                0.73673,                0.68203,                0.48492,                0.86664,               0.004555,               0.004555,               0.004555
                    167,                0.73594,                0.59018,                0.90745,                0.96822,                0.94256,                0.97747,                 0.7179,                0.74151,                0.49078,                0.88263,               0.004522,               0.004522,               0.004522
                    168,                0.82091,                0.64102,                0.93315,                0.95492,                0.93407,                0.97815,                0.73392,                0.67199,                0.46402,                0.86424,               0.004489,               0.004489,               0.004489
                    169,                0.79556,                 0.6462,                0.94262,                0.93116,                0.94201,                0.97572,                0.73989,                0.66521,                0.46394,                0.86275,               0.004456,               0.004456,               0.004456
                    170,                0.79934,                0.66507,                0.95632,                0.95673,                0.93927,                0.97431,                0.72732,                0.70597,                0.47788,                0.87227,               0.004423,               0.004423,               0.004423
                    171,                0.79589,                0.62899,                0.93231,                 0.9452,                0.94251,                0.97775,                0.73326,                0.68736,                0.46704,                0.86931,                0.00439,                0.00439,                0.00439
                    172,                0.77612,                0.59498,                0.93288,                0.93552,                0.93619,                0.97408,                0.73028,                0.71462,                0.47701,                0.87604,               0.004357,               0.004357,               0.004357
                    173,                0.77611,                0.62875,                0.92289,                0.93532,                0.94145,                0.97678,                0.74462,                0.65359,                0.45816,                0.86052,               0.004324,               0.004324,               0.004324
                    174,                0.75462,                0.59345,                0.91738,                0.93359,                0.95208,                0.97973,                 0.7349,                0.68002,                0.47271,                0.86699,               0.004291,               0.004291,               0.004291
                    175,                0.79549,                0.62155,                0.93503,                0.93312,                0.94104,                0.97287,                0.72941,                0.68528,                0.47612,                0.86701,               0.004258,               0.004258,               0.004258
                    176,                0.80939,                0.62627,                0.93077,                0.90465,                0.94476,                 0.9693,                0.72704,                0.72355,                0.49393,                0.87617,               0.004225,               0.004225,               0.004225
                    177,                0.74249,                0.61093,                0.92711,                0.91731,                0.94685,                 0.9742,                0.74156,                0.64823,                 0.4802,                0.85758,               0.004192,               0.004192,               0.004192
                    178,                 0.7701,                0.61605,                0.93332,                0.91023,                 0.9421,                0.97153,                0.74071,                0.66134,                0.48255,                0.86025,               0.004159,               0.004159,               0.004159
                    179,                0.76231,                0.60785,                0.92672,                 0.9306,                0.94725,                0.97919,                0.74524,                0.65781,                0.46458,                0.86158,               0.004126,               0.004126,               0.004126
                    180,                0.74105,                0.60336,                0.92306,                0.92811,                0.95679,                0.97715,                0.74072,                 0.6612,                0.46192,                0.86103,               0.004093,               0.004093,               0.004093
                    181,                0.74245,                0.60677,                0.90179,                0.92558,                0.95355,                0.97429,                 0.7354,                0.65077,                0.46909,                0.85933,                0.00406,                0.00406,                0.00406
                    182,                0.78729,                0.63166,                0.93181,                0.92738,                0.94464,                0.97632,                0.72595,                0.66193,                0.46243,                0.86329,               0.004027,               0.004027,               0.004027
                    183,                0.72465,                 0.5977,                 0.9078,                 0.9287,                0.94775,                0.98083,                0.74147,                0.64048,                0.44941,                0.85664,               0.003994,               0.003994,               0.003994
                    184,                0.74705,                0.59388,                 0.9141,                0.93249,                0.95243,                 0.9772,                0.73254,                0.66176,                0.44399,                 0.8607,               0.003961,               0.003961,               0.003961
                    185,                0.72723,                0.57661,                0.90202,                0.93845,                0.95052,                0.97737,                0.75399,                0.62054,                0.43254,                0.85181,               0.003928,               0.003928,               0.003928
                    186,                0.71557,                0.58888,                0.91479,                 0.9306,                0.96382,                0.98186,                0.75765,                0.61435,                0.43429,                0.84961,               0.003895,               0.003895,               0.003895
                    187,                0.74147,                0.58775,                0.94123,                 0.9448,                0.94158,                0.97711,                0.75278,                0.62589,                0.45638,                0.85137,               0.003862,               0.003862,               0.003862
                    188,                0.75844,                0.61154,                0.92553,                0.95298,                0.94327,                0.98099,                0.75181,                0.65891,                0.45135,                0.85784,               0.003829,               0.003829,               0.003829
                    189,                0.78209,                0.63666,                0.97732,                0.95948,                0.93803,                0.97863,                0.75183,                0.65542,                0.44879,                0.85725,               0.003796,               0.003796,               0.003796
                    190,                0.77528,                 0.5958,                0.93017,                0.96326,                0.94815,                0.98052,                0.74968,                0.67356,                0.44917,                0.86186,               0.003763,               0.003763,               0.003763
                    191,                0.72038,                0.59789,                0.92473,                0.94666,                0.95117,                0.97967,                0.73734,                0.70251,                 0.4614,                0.86986,                0.00373,                0.00373,                0.00373
                    192,                 0.7714,                0.61261,                0.92789,                0.94636,                0.95522,                0.98042,                0.74873,                0.62819,                0.43703,                0.85169,               0.003697,               0.003697,               0.003697
                    193,                0.70739,                0.56279,                 0.8984,                 0.9377,                0.95543,                0.98175,                0.75718,                0.63899,                0.43315,                0.85346,               0.003664,               0.003664,               0.003664
                    194,                0.75576,                  0.596,                0.93839,                0.92861,                0.96825,                0.98233,                0.76056,                0.61893,                0.42831,                0.84857,               0.003631,               0.003631,               0.003631
                    195,                0.75567,                0.60436,                0.92536,                0.92579,                0.96083,                0.97997,                0.75481,                0.64164,                 0.4383,                0.85429,               0.003598,               0.003598,               0.003598
                    196,                0.74332,                0.57588,                0.91779,                0.92824,                0.96724,                0.97796,                0.76446,                0.61075,                0.42796,                0.84827,               0.003565,               0.003565,               0.003565
                    197,                0.74061,                0.59104,                0.93083,                0.93927,                0.96774,                0.98333,                0.76794,                0.62273,                0.43212,                0.85194,               0.003532,               0.003532,               0.003532
                    198,                0.71307,                0.56685,                0.90365,                0.94084,                0.96141,                0.97881,                0.75596,                 0.6383,                0.43258,                0.85342,               0.003499,               0.003499,               0.003499
                    199,                0.72907,                0.57868,                0.90895,                0.92741,                0.95734,                0.98257,                0.75584,                0.61266,                0.43411,                0.84886,               0.003466,               0.003466,               0.003466
                    200,                0.74695,                0.57335,                0.92281,                0.93643,                 0.9459,                0.98206,                0.76971,                0.59862,                0.42477,                0.84519,               0.003433,               0.003433,               0.003433
                    201,                0.76616,                0.60307,                0.95356,                0.95534,                  0.923,                0.97744,                 0.7545,                0.63828,                 0.4372,                0.85402,                 0.0034,                 0.0034,                 0.0034
                    202,                0.72372,                0.56767,                0.90265,                0.93691,                0.94386,                0.98077,                0.77113,                0.61227,                0.43466,                0.84886,               0.003367,               0.003367,               0.003367
                    203,                0.73171,                0.57052,                0.92436,                0.93959,                0.94214,                0.98123,                0.76581,                0.61742,                0.43401,                 0.8494,               0.003334,               0.003334,               0.003334
                    204,                0.73018,                0.56089,                0.91252,                 0.9485,                  0.931,                0.97968,                 0.7597,                0.62028,                0.43868,                0.84999,               0.003301,               0.003301,               0.003301
                    205,                0.70083,                0.56828,                0.91287,                0.93707,                0.93984,                0.97576,                0.76519,                0.62068,                0.44341,                0.84955,               0.003268,               0.003268,               0.003268
                    206,                0.72264,                0.58468,                0.91424,                0.93186,                0.94658,                0.98025,                0.75547,                0.64847,                0.44627,                0.85792,               0.003235,               0.003235,               0.003235
                    207,                0.73211,                0.58117,                0.91954,                0.95397,                0.93549,                   0.98,                0.76407,                0.62066,                0.44019,                0.84944,               0.003202,               0.003202,               0.003202
                    208,                 0.7652,                0.60545,                0.94493,                0.92988,                0.95135,                0.97692,                0.75126,                0.64006,                0.43617,                0.85418,               0.003169,               0.003169,               0.003169
                    209,                0.73704,                 0.5736,                 0.9291,                0.93694,                0.95013,                0.97845,                0.76192,                0.60895,                0.42668,                0.84667,               0.003136,               0.003136,               0.003136
                    210,                0.76651,                0.60767,                0.94326,                0.93257,                0.95181,                0.97716,                0.75336,                0.61735,                0.43544,                0.84949,               0.003103,               0.003103,               0.003103
                    211,                0.70779,                0.54988,                0.90194,                0.93868,                0.95232,                0.97922,                0.75402,                0.63068,                0.43436,                0.85076,                0.00307,                0.00307,                0.00307
                    212,                0.70559,                0.55567,                0.90385,                0.92886,                0.96411,                0.98126,                0.76769,                0.60199,                0.42856,                0.84365,               0.003037,               0.003037,               0.003037
                    213,                0.70029,                0.55063,                0.90944,                0.95788,                0.94717,                 0.9825,                0.76491,                0.61304,                0.43178,                0.84544,               0.003004,               0.003004,               0.003004
                    214,                0.71158,                0.56779,                0.91922,                0.92979,                0.96146,                0.98174,                0.75927,                0.61345,                0.42819,                0.84688,               0.002971,               0.002971,               0.002971
                    215,                0.70619,                0.57161,                0.91141,                0.92039,                0.95586,                0.98104,                0.76425,                0.60038,                0.42448,                0.84521,               0.002938,               0.002938,               0.002938
                    216,                0.67245,                0.54728,                0.90023,                0.92629,                0.95726,                0.97967,                0.76952,                0.59204,                0.41997,                0.84332,               0.002905,               0.002905,               0.002905
                    217,                0.72641,                0.57128,                0.92451,                 0.9402,                0.95371,                0.97865,                0.76093,                0.59788,                0.41955,                0.84469,               0.002872,               0.002872,               0.002872
                    218,                0.67883,                0.53245,                0.90322,                0.94355,                0.96175,                0.98269,                0.75447,                0.61292,                0.42894,                0.84859,               0.002839,               0.002839,               0.002839
                    219,                0.70547,                0.57048,                0.93985,                0.95055,                0.96228,                0.97975,                0.74034,                0.67322,                0.44209,                0.86157,               0.002806,               0.002806,               0.002806
                    220,                0.70202,                0.54109,                0.88963,                0.95564,                0.95881,                0.98163,                0.74755,                0.63239,                0.42781,                0.85194,               0.002773,               0.002773,               0.002773
                    221,                 0.7105,                0.55906,                0.92054,                0.94509,                0.95746,                0.97721,                0.74944,                0.65541,                0.43094,                0.85597,                0.00274,                0.00274,                0.00274
                    222,                 0.6927,                0.54149,                0.90807,                0.95059,                0.95703,                0.97782,                0.75933,                0.63667,                0.42776,                0.85111,               0.002707,               0.002707,               0.002707
                    223,                0.69155,                0.56953,                0.89616,                0.94802,                0.95616,                0.98251,                0.76346,                0.62546,                0.42175,                0.85038,               0.002674,               0.002674,               0.002674
                    224,                0.72679,                0.58895,                  0.914,                 0.9496,                0.96025,                0.98355,                0.75598,                 0.6434,                0.43226,                0.85549,               0.002641,               0.002641,               0.002641
                    225,                0.72843,                0.55091,                0.91898,                0.95136,                0.95747,                0.98269,                0.75093,                0.65218,                0.43013,                0.85649,               0.002608,               0.002608,               0.002608
                    226,                0.70488,                0.57992,                0.91379,                0.95176,                0.96049,                0.98167,                0.76813,                0.61275,                0.42117,                 0.8457,               0.002575,               0.002575,               0.002575
                    227,                0.70901,                0.56027,                 0.9074,                0.95832,                0.95701,                0.98128,                0.77314,                0.59929,                0.41598,                0.84039,               0.002542,               0.002542,               0.002542
                    228,                0.70469,                0.54686,                0.91356,                0.95968,                0.96396,                0.98316,                0.76959,                0.59335,                0.41274,                0.83646,               0.002509,               0.002509,               0.002509
                    229,                0.72393,                0.56352,                0.91655,                0.95146,                0.95769,                0.98171,                0.77253,                0.59295,                0.41201,                0.83638,               0.002476,               0.002476,               0.002476
                    230,                0.63911,                0.51407,                0.89126,                0.95037,                 0.9643,                0.98449,                0.76896,                0.58602,                0.40904,                0.83533,               0.002443,               0.002443,               0.002443
                    231,                 0.6665,                0.52414,                0.89262,                0.95038,                0.96058,                0.98538,                0.77439,                0.58411,                0.40871,                0.83446,                0.00241,                0.00241,                0.00241
                    232,                0.70159,                0.54129,                0.90977,                 0.9506,                0.95407,                0.98526,                0.77195,                0.58361,                0.40466,                0.83463,               0.002377,               0.002377,               0.002377
                    233,                0.68331,                0.55165,                0.90589,                0.95282,                0.95429,                0.98483,                0.77172,                0.57203,                0.40265,                0.83344,               0.002344,               0.002344,               0.002344
                    234,                 0.6761,                0.53814,                0.88385,                 0.9583,                0.95778,                0.98644,                0.78009,                0.57733,                0.40859,                0.83431,               0.002311,               0.002311,               0.002311
                    235,                0.70827,                 0.5606,                0.90415,                0.95133,                0.95455,                0.98302,                0.76636,                 0.5791,                0.41286,                0.83482,               0.002278,               0.002278,               0.002278
                    236,                   0.67,                0.54592,                0.89209,                0.95846,                0.95609,                0.98299,                0.76479,                0.57933,                0.41102,                0.83504,               0.002245,               0.002245,               0.002245
                    237,                0.68891,                0.54069,                0.90885,                0.96483,                0.95279,                0.98259,                 0.7637,                0.57731,                0.40844,                0.83539,               0.002212,               0.002212,               0.002212
                    238,                0.69882,                0.57071,                0.91819,                0.95929,                0.95577,                0.98504,                0.76467,                0.57834,                0.41613,                0.83671,               0.002179,               0.002179,               0.002179
                    239,                 0.6642,                0.53488,                0.88264,                0.96455,                0.95355,                0.98436,                  0.771,                  0.569,                0.40546,                0.83482,               0.002146,               0.002146,               0.002146
                    240,                0.68206,                0.54833,                0.92249,                0.96966,                0.95381,                0.98516,                0.77096,                0.56975,                0.40136,                0.83538,               0.002113,               0.002113,               0.002113
                    241,                0.69133,                0.53796,                0.90288,                0.97033,                0.95272,                0.98386,                0.77161,                0.56161,                 0.4002,                0.83413,                0.00208,                0.00208,                0.00208
                    242,                0.66984,                0.53047,                0.90605,                0.96747,                0.95503,                0.98626,                0.77261,                0.55778,                0.39726,                0.83373,               0.002047,               0.002047,               0.002047
                    243,                0.67448,                0.53422,                0.91272,                0.96861,                0.95144,                 0.9843,                0.77553,                0.54772,                0.39555,                0.83181,               0.002014,               0.002014,               0.002014
                    244,                0.65845,                0.52563,                0.90621,                0.95775,                0.95537,                0.98419,                0.76939,                0.55932,                0.40061,                0.83362,               0.001981,               0.001981,               0.001981
                    245,                0.69715,                0.54284,                0.91818,                0.94562,                0.96954,                0.98727,                0.77165,                0.55276,                0.39544,                0.83184,               0.001948,               0.001948,               0.001948
                    246,                 0.6465,                0.54713,                 0.9055,                0.94927,                0.96087,                0.98837,                0.77479,                0.55718,                0.39973,                0.83279,               0.001915,               0.001915,               0.001915
                    247,                0.66695,                0.53241,                0.90623,                0.94834,                0.96063,                0.98549,                0.77065,                0.56682,                0.39479,                0.83515,               0.001882,               0.001882,               0.001882
                    248,                0.64635,                0.52696,                0.90269,                0.95309,                0.96446,                 0.9871,                0.77276,                0.55982,                0.39653,                0.83352,               0.001849,               0.001849,               0.001849
                    249,                0.66258,                0.52126,                0.91647,                0.95351,                0.96189,                0.98954,                0.78525,                0.55323,                 0.3969,                0.83297,               0.001816,               0.001816,               0.001816
                    250,                0.65548,                0.52792,                0.90028,                0.94739,                0.96728,                0.98662,                0.77437,                0.55768,                0.39579,                0.83293,               0.001783,               0.001783,               0.001783
                    251,                0.67817,                  0.526,                0.89531,                0.94596,                0.96711,                0.98821,                0.79123,                 0.5416,                0.38901,                0.82774,                0.00175,                0.00175,                0.00175
                    252,                0.66433,                0.52825,                0.90169,                0.94819,                0.96771,                0.98729,                0.78913,                0.53953,                0.39224,                  0.828,               0.001717,               0.001717,               0.001717
                    253,                0.67537,                0.52707,                0.90066,                0.94818,                0.97057,                0.98962,                0.79285,                0.54946,                0.39438,                0.83068,               0.001684,               0.001684,               0.001684
                    254,                0.62958,                  0.523,                0.88496,                0.96742,                0.95651,                 0.9882,                0.78334,                 0.5559,                0.39501,                0.83203,               0.001651,               0.001651,               0.001651
                    255,                0.65912,                0.51044,                0.89033,                0.96924,                0.95962,                0.98888,                0.78941,                0.54456,                0.38646,                0.82921,               0.001618,               0.001618,               0.001618
                    256,                0.67272,                0.52618,                0.89215,                0.96655,                0.95911,                0.98843,                 0.7942,                0.54737,                0.38552,                0.82887,               0.001585,               0.001585,               0.001585
                    257,                 0.6645,                0.50488,                0.89801,                 0.9687,                0.95788,                0.98705,                0.79035,                0.54335,                0.38247,                0.82833,               0.001552,               0.001552,               0.001552
                    258,                0.65189,                0.52218,                0.89494,                0.96473,                0.95712,                0.98827,                0.79127,                 0.5537,                0.38568,                0.82982,               0.001519,               0.001519,               0.001519
                    259,                0.65041,                0.51427,                0.89919,                0.95803,                0.96283,                0.98693,                0.77511,                0.59171,                0.39445,                 0.8373,               0.001486,               0.001486,               0.001486
                    260,                0.63917,                0.52638,                0.89325,                0.96064,                0.95576,                0.98834,                0.78086,                0.58499,                 0.3929,                0.83687,               0.001453,               0.001453,               0.001453
                    261,                0.62837,                0.49132,                0.87554,                0.96188,                0.95383,                0.98592,                0.78061,                0.58612,                0.39192,                0.83679,                0.00142,                0.00142,                0.00142
                    262,                0.67272,                0.51834,                0.89788,                0.96022,                0.95869,                0.98754,                0.78339,                0.57866,                  0.392,                0.83582,               0.001387,               0.001387,               0.001387
                    263,                0.62743,                0.51638,                0.88753,                0.95539,                0.96067,                0.98809,                0.79172,                0.56568,                0.38648,                0.83237,               0.001354,               0.001354,               0.001354
                    264,                0.65989,                0.50873,                0.89533,                0.95279,                0.96116,                0.98884,                0.79199,                0.56169,                0.38466,                0.83165,               0.001321,               0.001321,               0.001321
                    265,                0.68545,                0.53673,                0.91489,                0.96292,                0.95143,                0.98827,                0.79346,                0.55405,                0.37956,                0.82963,               0.001288,               0.001288,               0.001288
                    266,                0.65067,                0.52029,                0.89813,                0.95214,                  0.958,                0.98574,                0.79349,                  0.551,                0.38046,                0.82933,               0.001255,               0.001255,               0.001255
                    267,                0.64848,                0.51158,                0.87697,                0.95873,                0.95453,                0.98767,                0.79111,                0.54181,                0.37352,                0.82692,               0.001222,               0.001222,               0.001222
                    268,                0.65916,                0.50145,                0.88943,                 0.9637,                0.95288,                0.98738,                0.79168,                0.53544,                0.37271,                0.82517,               0.001189,               0.001189,               0.001189
                    269,                0.64359,                 0.5125,                0.89425,                 0.9684,                0.95397,                0.98879,                0.79664,                0.52633,                0.37014,                0.82404,               0.001156,               0.001156,               0.001156
                    270,                0.60943,                0.47722,                0.87028,                0.96608,                 0.9547,                0.98889,                0.79723,                0.52762,                 0.3721,                0.82457,               0.001123,               0.001123,               0.001123
                    271,                0.62375,                0.50776,                0.88389,                0.96399,                0.95629,                0.98869,                0.79495,                0.52595,                0.37292,                0.82472,                0.00109,                0.00109,                0.00109
                    272,                0.64243,                0.50577,                0.89509,                0.96265,                0.95826,                0.98907,                0.80093,                0.52382,                0.37361,                0.82373,               0.001057,               0.001057,               0.001057
                    273,                0.63961,                0.51056,                0.90155,                0.95564,                0.95758,                0.98888,                0.79701,                0.54415,                0.37781,                0.82642,               0.001024,               0.001024,               0.001024
                    274,                 0.6153,                0.50384,                0.89925,                0.95368,                0.95724,                0.98833,                0.79961,                0.53916,                0.37718,                0.82486,               0.000991,               0.000991,               0.000991
                    275,                0.64627,                0.54475,                0.90258,                0.94813,                0.95914,                0.98721,                0.79229,                0.54772,                0.37879,                0.82594,               0.000958,               0.000958,               0.000958
                    276,                0.63664,                0.49194,                0.87824,                0.94416,                0.97189,                0.98861,                0.79987,                0.52311,                0.37047,                0.82167,               0.000925,               0.000925,               0.000925
                    277,                0.60082,                  0.482,                0.87636,                0.94614,                0.96989,                0.98726,                0.80232,                0.50809,                 0.3661,                0.81935,               0.000892,               0.000892,               0.000892
                    278,                0.64092,                0.49721,                0.86759,                0.95982,                0.96282,                0.98845,                0.79944,                0.50771,                0.36437,                0.81992,               0.000859,               0.000859,               0.000859
                    279,                0.67336,                0.52789,                0.90066,                 0.9653,                0.96434,                0.98842,                0.79976,                0.51287,                0.36459,                0.82072,               0.000826,               0.000826,               0.000826
                    280,                0.66413,                0.51429,                0.89842,                0.96784,                0.96223,                0.98754,                 0.8013,                0.51096,                0.36741,                0.82012,               0.000793,               0.000793,               0.000793
                    281,                0.62263,                0.49975,                0.89505,                0.96206,                0.96541,                0.98878,                0.80015,                0.51968,                 0.3698,                0.82081,                0.00076,                0.00076,                0.00076
                    282,                0.60231,                0.46768,                0.87167,                0.96285,                0.96466,                0.98817,                0.79725,                0.53588,                0.37385,                 0.8229,               0.000727,               0.000727,               0.000727
                    283,                0.65493,                0.50934,                0.87861,                0.96663,                0.96486,                0.98835,                0.79947,                0.52342,                0.37179,                0.82141,               0.000694,               0.000694,               0.000694
                    284,                0.62888,                0.50822,                0.90397,                0.96372,                0.96597,                0.98855,                0.80396,                0.50796,                0.36695,                0.81925,               0.000661,               0.000661,               0.000661
                    285,                0.62766,                 0.5047,                 0.8882,                0.96083,                0.96587,                0.98902,                0.80291,                0.50011,                0.36426,                0.81813,               0.000628,               0.000628,               0.000628
                    286,                0.63736,                 0.4839,                0.87542,                0.96049,                0.96672,                0.98931,                0.80405,                0.49807,                0.36353,                0.81785,               0.000595,               0.000595,               0.000595
                    287,                0.59636,                0.48006,                0.87977,                0.95819,                0.96332,                 0.9901,                0.80886,                0.49972,                0.36318,                0.81763,               0.000562,               0.000562,               0.000562
                    288,                0.61074,                0.48652,                0.88375,                0.96169,                0.95874,                0.99021,                0.81028,                0.49795,                0.36189,                0.81732,               0.000529,               0.000529,               0.000529
                    289,                0.65793,                0.54112,                 0.9231,                0.96105,                0.95743,                0.98899,                0.80476,                0.49852,                0.35953,                0.81731,               0.000496,               0.000496,               0.000496
                    290,                0.62944,                0.49231,                 0.8997,                  0.961,                0.95701,                0.98773,                0.80579,                0.50231,                0.36218,                0.81778,               0.000463,               0.000463,               0.000463
                    291,                 0.5626,                0.46209,                0.85858,                 0.9582,                0.96058,                0.99009,                0.80546,                0.50746,                0.36491,                  0.819,                0.00043,                0.00043,                0.00043
                    292,                0.59354,                0.49562,                0.89151,                0.95589,                0.96224,                0.99013,                0.80574,                0.51247,                 0.3668,                 0.8199,               0.000397,               0.000397,               0.000397
                    293,                0.56509,                0.45601,                0.87499,                 0.9555,                0.96203,                0.99032,                0.80242,                0.52208,                0.37011,                 0.8219,               0.000364,               0.000364,               0.000364
                    294,                0.58444,                0.46676,                0.86271,                0.95778,                0.96148,                0.99021,                0.80114,                0.52353,                0.37025,                0.82211,               0.000331,               0.000331,               0.000331
                    295,                 0.5906,                0.46153,                0.88058,                 0.9619,                0.96046,                0.99015,                0.80203,                0.52472,                0.37218,                0.82194,               0.000298,               0.000298,               0.000298
                    296,                 0.5816,                 0.4752,                0.87336,                0.96367,                0.95921,                0.99053,                 0.8032,                 0.5201,                0.37075,                0.82103,               0.000265,               0.000265,               0.000265
                    297,                0.59076,                0.48308,                 0.8745,                 0.9635,                0.95963,                0.98976,                0.80302,                0.52143,                0.37147,                0.82118,               0.000232,               0.000232,               0.000232
                    298,                0.55327,                 0.4649,                0.85675,                0.96347,                0.96058,                0.98975,                 0.8024,                0.52065,                0.37177,                0.82104,               0.000199,               0.000199,               0.000199
                    299,                0.54586,                0.44283,                0.84057,                0.96329,                 0.9613,                0.98954,                0.80496,                0.51348,                0.36934,                 0.8197,               0.000166,               0.000166,               0.000166
